opportunity_id,name,account,stage,arr,probability,weighted_arr,close_date,owner,segment,forecast_category,security_review_required,source_system
HF-OPP-00001,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Prospecting,28000,0.12,3360,2026-07-03,Nora Chen,enterprise,pipeline,yes,PipelineHub
HF-OPP-00002,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Technical validation,37800,0.45,17010,2026-08-04,Eli Morgan,mid-market,best case,no,PipelineHub
HF-OPP-00003,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Legal,47600,0.65,30940,2026-09-05,Priya Shah,strategic,best case,no,PipelineHub
HF-OPP-00004,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Security review,57400,0.55,31570,2026-10-06,Mateo Ortiz,commercial,best case,no,PipelineHub
HF-OPP-00005,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Procurement,67200,0.75,50400,2026-11-07,Avery Kim,enterprise,commit,no,PipelineHub
HF-OPP-00006,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Closed won,70500,1,70500,2026-12-08,Nora Chen,mid-market,commit,no,PipelineHub
HF-OPP-00007,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Verbal commit,80300,0.88,70664,2026-07-09,Eli Morgan,strategic,commit,yes,PipelineHub
HF-OPP-00008,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Prospecting,90100,0.12,10812,2026-08-10,Priya Shah,commercial,pipeline,no,PipelineHub
HF-OPP-00009,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Technical validation,99900,0.45,44955,2026-09-11,Mateo Ortiz,enterprise,best case,no,PipelineHub
HF-OPP-00010,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Qualification,109700,0.25,27425,2026-10-12,Avery Kim,mid-market,pipeline,no,PipelineHub
HF-OPP-00011,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Security review,113000,0.55,62150,2026-11-13,Nora Chen,strategic,best case,no,PipelineHub
HF-OPP-00012,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Procurement,122800,0.75,92100,2026-12-14,Eli Morgan,commercial,commit,no,PipelineHub
HF-OPP-00013,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Legal,132600,0.65,86190,2026-07-15,Priya Shah,enterprise,best case,yes,PipelineHub
HF-OPP-00014,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Verbal commit,142400,0.88,125312,2026-08-16,Mateo Ortiz,mid-market,commit,no,PipelineHub
HF-OPP-00015,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Prospecting,152200,0.12,18264,2026-09-17,Avery Kim,strategic,pipeline,no,PipelineHub
HF-OPP-00016,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Closed won,155500,1,155500,2026-10-18,Nora Chen,commercial,commit,no,PipelineHub
HF-OPP-00017,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Qualification,165300,0.25,41325,2026-11-19,Eli Morgan,enterprise,pipeline,no,PipelineHub
HF-OPP-00018,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Security review,35800,0.55,19690,2026-12-20,Priya Shah,mid-market,best case,no,PipelineHub
HF-OPP-00019,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Technical validation,45600,0.45,20520,2026-07-21,Mateo Ortiz,strategic,best case,yes,PipelineHub
HF-OPP-00020,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Legal,55400,0.65,36010,2026-08-22,Avery Kim,commercial,best case,no,PipelineHub
HF-OPP-00021,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Verbal commit,58700,0.88,51656,2026-09-23,Nora Chen,enterprise,commit,no,PipelineHub
HF-OPP-00022,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Procurement,68500,0.75,51375,2026-10-24,Eli Morgan,mid-market,commit,no,PipelineHub
HF-OPP-00023,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Closed won,78300,1,78300,2026-11-25,Priya Shah,strategic,commit,no,PipelineHub
HF-OPP-00024,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Qualification,88100,0.25,22025,2026-12-26,Mateo Ortiz,commercial,pipeline,no,PipelineHub
HF-OPP-00025,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Prospecting,97900,0.12,11748,2026-07-03,Avery Kim,enterprise,pipeline,yes,PipelineHub
HF-OPP-00026,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Technical validation,101200,0.45,45540,2026-08-04,Nora Chen,mid-market,best case,no,PipelineHub
HF-OPP-00027,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Legal,111000,0.65,72150,2026-09-05,Eli Morgan,strategic,best case,no,PipelineHub
HF-OPP-00028,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Security review,120800,0.55,66440,2026-10-06,Priya Shah,commercial,best case,no,PipelineHub
HF-OPP-00029,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Procurement,130600,0.75,97950,2026-11-07,Mateo Ortiz,enterprise,commit,no,PipelineHub
HF-OPP-00030,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Closed won,140400,1,140400,2026-12-08,Avery Kim,mid-market,commit,no,PipelineHub
HF-OPP-00031,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Verbal commit,143700,0.88,126456,2026-07-09,Nora Chen,strategic,commit,yes,PipelineHub
HF-OPP-00032,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Prospecting,153500,0.12,18420,2026-08-10,Eli Morgan,commercial,pipeline,no,PipelineHub
HF-OPP-00033,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Technical validation,163300,0.45,73485,2026-09-11,Priya Shah,enterprise,best case,no,PipelineHub
HF-OPP-00034,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Qualification,173100,0.25,43275,2026-10-12,Mateo Ortiz,mid-market,pipeline,no,PipelineHub
HF-OPP-00035,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Security review,43600,0.55,23980,2026-11-13,Avery Kim,strategic,best case,no,PipelineHub
HF-OPP-00036,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Procurement,46900,0.75,35175,2026-12-14,Nora Chen,commercial,commit,no,PipelineHub
HF-OPP-00037,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Legal,56700,0.65,36855,2026-07-15,Eli Morgan,enterprise,best case,yes,PipelineHub
HF-OPP-00038,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Verbal commit,66500,0.88,58520,2026-08-16,Priya Shah,mid-market,commit,no,PipelineHub
HF-OPP-00039,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Prospecting,76300,0.12,9156,2026-09-17,Mateo Ortiz,strategic,pipeline,no,PipelineHub
HF-OPP-00040,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Closed won,86100,1,86100,2026-10-18,Avery Kim,commercial,commit,no,PipelineHub
HF-OPP-00041,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Qualification,89400,0.25,22350,2026-11-19,Nora Chen,enterprise,pipeline,no,PipelineHub
HF-OPP-00042,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Security review,99200,0.55,54560,2026-12-20,Eli Morgan,mid-market,best case,no,PipelineHub
HF-OPP-00043,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Technical validation,109000,0.45,49050,2026-07-21,Priya Shah,strategic,best case,yes,PipelineHub
HF-OPP-00044,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Legal,118800,0.65,77220,2026-08-22,Mateo Ortiz,commercial,best case,no,PipelineHub
HF-OPP-00045,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Verbal commit,128600,0.88,113168,2026-09-23,Avery Kim,enterprise,commit,no,PipelineHub
HF-OPP-00046,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Procurement,131900,0.75,98925,2026-10-24,Nora Chen,mid-market,commit,no,PipelineHub
HF-OPP-00047,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Closed won,141700,1,141700,2026-11-25,Eli Morgan,strategic,commit,no,PipelineHub
HF-OPP-00048,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Qualification,151500,0.25,37875,2026-12-26,Priya Shah,commercial,pipeline,no,PipelineHub
HF-OPP-00049,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Prospecting,161300,0.12,19356,2026-07-03,Mateo Ortiz,enterprise,pipeline,yes,PipelineHub
HF-OPP-00050,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Technical validation,171100,0.45,76995,2026-08-04,Avery Kim,mid-market,best case,no,PipelineHub
HF-OPP-00051,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Legal,174400,0.65,113360,2026-09-05,Nora Chen,strategic,best case,no,PipelineHub
HF-OPP-00052,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Security review,44900,0.55,24695,2026-10-06,Eli Morgan,commercial,best case,no,PipelineHub
HF-OPP-00053,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Procurement,54700,0.75,41025,2026-11-07,Priya Shah,enterprise,commit,no,PipelineHub
HF-OPP-00054,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Closed won,64500,1,64500,2026-12-08,Mateo Ortiz,mid-market,commit,no,PipelineHub
HF-OPP-00055,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Verbal commit,74300,0.88,65384,2026-07-09,Avery Kim,strategic,commit,yes,PipelineHub
HF-OPP-00056,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Prospecting,77600,0.12,9312,2026-08-10,Nora Chen,commercial,pipeline,no,PipelineHub
HF-OPP-00057,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Technical validation,87400,0.45,39330,2026-09-11,Eli Morgan,enterprise,best case,no,PipelineHub
HF-OPP-00058,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Qualification,97200,0.25,24300,2026-10-12,Priya Shah,mid-market,pipeline,no,PipelineHub
HF-OPP-00059,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Security review,107000,0.55,58850,2026-11-13,Mateo Ortiz,strategic,best case,no,PipelineHub
HF-OPP-00060,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Procurement,116800,0.75,87600,2026-12-14,Avery Kim,commercial,commit,no,PipelineHub
HF-OPP-00061,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Legal,120100,0.65,78065,2026-07-15,Nora Chen,enterprise,best case,yes,PipelineHub
HF-OPP-00062,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Verbal commit,129900,0.88,114312,2026-08-16,Eli Morgan,mid-market,commit,no,PipelineHub
HF-OPP-00063,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Prospecting,139700,0.12,16764,2026-09-17,Priya Shah,strategic,pipeline,no,PipelineHub
HF-OPP-00064,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Closed won,149500,1,149500,2026-10-18,Mateo Ortiz,commercial,commit,no,PipelineHub
HF-OPP-00065,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Qualification,159300,0.25,39825,2026-11-19,Avery Kim,enterprise,pipeline,no,PipelineHub
HF-OPP-00066,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Security review,162600,0.55,89430,2026-12-20,Nora Chen,mid-market,best case,no,PipelineHub
HF-OPP-00067,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Technical validation,172400,0.45,77580,2026-07-21,Eli Morgan,strategic,best case,yes,PipelineHub
HF-OPP-00068,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Legal,182200,0.65,118430,2026-08-22,Priya Shah,commercial,best case,no,PipelineHub
HF-OPP-00069,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Verbal commit,52700,0.88,46376,2026-09-23,Mateo Ortiz,enterprise,commit,no,PipelineHub
HF-OPP-00070,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Procurement,62500,0.75,46875,2026-10-24,Avery Kim,mid-market,commit,no,PipelineHub
HF-OPP-00071,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Closed won,65800,1,65800,2026-11-25,Nora Chen,strategic,commit,no,PipelineHub
HF-OPP-00072,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Qualification,75600,0.25,18900,2026-12-26,Eli Morgan,commercial,pipeline,no,PipelineHub
HF-OPP-00073,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Prospecting,85400,0.12,10248,2026-07-03,Priya Shah,enterprise,pipeline,yes,PipelineHub
HF-OPP-00074,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Technical validation,95200,0.45,42840,2026-08-04,Mateo Ortiz,mid-market,best case,no,PipelineHub
