opportunity_id,name,account,stage,arr,probability,weighted_arr,close_date,owner,segment,forecast_category,security_review_required,source_system
HF-OPP-00075,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Legal,105000,0.65,68250,2026-09-05,Avery Kim,strategic,best case,no,PipelineHub
HF-OPP-00076,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Security review,108300,0.55,59565,2026-10-06,Nora Chen,commercial,best case,no,PipelineHub
HF-OPP-00077,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Procurement,118100,0.75,88575,2026-11-07,Eli Morgan,enterprise,commit,no,PipelineHub
HF-OPP-00078,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Closed won,127900,1,127900,2026-12-08,Priya Shah,mid-market,commit,no,PipelineHub
HF-OPP-00079,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Verbal commit,137700,0.88,121176,2026-07-09,Mateo Ortiz,strategic,commit,yes,PipelineHub
HF-OPP-00080,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Prospecting,147500,0.12,17700,2026-08-10,Avery Kim,commercial,pipeline,no,PipelineHub
HF-OPP-00081,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Technical validation,150800,0.45,67860,2026-09-11,Nora Chen,enterprise,best case,no,PipelineHub
HF-OPP-00082,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Qualification,160600,0.25,40150,2026-10-12,Eli Morgan,mid-market,pipeline,no,PipelineHub
HF-OPP-00083,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Security review,170400,0.55,93720,2026-11-13,Priya Shah,strategic,best case,no,PipelineHub
HF-OPP-00084,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Procurement,180200,0.75,135150,2026-12-14,Mateo Ortiz,commercial,commit,no,PipelineHub
HF-OPP-00085,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Legal,190000,0.65,123500,2026-07-15,Avery Kim,enterprise,best case,yes,PipelineHub
HF-OPP-00086,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Verbal commit,54000,0.88,47520,2026-08-16,Nora Chen,mid-market,commit,no,PipelineHub
HF-OPP-00087,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Prospecting,63800,0.12,7656,2026-09-17,Eli Morgan,strategic,pipeline,no,PipelineHub
HF-OPP-00088,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Closed won,73600,1,73600,2026-10-18,Priya Shah,commercial,commit,no,PipelineHub
HF-OPP-00089,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Qualification,83400,0.25,20850,2026-11-19,Mateo Ortiz,enterprise,pipeline,no,PipelineHub
HF-OPP-00090,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Security review,93200,0.55,51260,2026-12-20,Avery Kim,mid-market,best case,no,PipelineHub
HF-OPP-00091,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Technical validation,96500,0.45,43425,2026-07-21,Nora Chen,strategic,best case,yes,PipelineHub
HF-OPP-00092,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Legal,106300,0.65,69095,2026-08-22,Eli Morgan,commercial,best case,no,PipelineHub
HF-OPP-00093,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Verbal commit,116100,0.88,102168,2026-09-23,Priya Shah,enterprise,commit,no,PipelineHub
HF-OPP-00094,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Procurement,125900,0.75,94425,2026-10-24,Mateo Ortiz,mid-market,commit,no,PipelineHub
HF-OPP-00095,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Closed won,135700,1,135700,2026-11-25,Avery Kim,strategic,commit,no,PipelineHub
HF-OPP-00096,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Qualification,139000,0.25,34750,2026-12-26,Nora Chen,commercial,pipeline,no,PipelineHub
HF-OPP-00097,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Prospecting,148800,0.12,17856,2026-07-03,Eli Morgan,enterprise,pipeline,yes,PipelineHub
HF-OPP-00098,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Technical validation,158600,0.45,71370,2026-08-04,Priya Shah,mid-market,best case,no,PipelineHub
HF-OPP-00099,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Legal,168400,0.65,109460,2026-09-05,Mateo Ortiz,strategic,best case,no,PipelineHub
HF-OPP-00100,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Security review,178200,0.55,98010,2026-10-06,Avery Kim,commercial,best case,no,PipelineHub
HF-OPP-00101,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Procurement,181500,0.75,136125,2026-11-07,Nora Chen,enterprise,commit,no,PipelineHub
HF-OPP-00102,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Closed won,191300,1,191300,2026-12-08,Eli Morgan,mid-market,commit,no,PipelineHub
HF-OPP-00103,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Verbal commit,61800,0.88,54384,2026-07-09,Priya Shah,strategic,commit,yes,PipelineHub
HF-OPP-00104,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Prospecting,71600,0.12,8592,2026-08-10,Mateo Ortiz,commercial,pipeline,no,PipelineHub
HF-OPP-00105,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Technical validation,81400,0.45,36630,2026-09-11,Avery Kim,enterprise,best case,no,PipelineHub
HF-OPP-00106,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Qualification,84700,0.25,21175,2026-10-12,Nora Chen,mid-market,pipeline,no,PipelineHub
HF-OPP-00107,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Security review,94500,0.55,51975,2026-11-13,Eli Morgan,strategic,best case,no,PipelineHub
HF-OPP-00108,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Procurement,104300,0.75,78225,2026-12-14,Priya Shah,commercial,commit,no,PipelineHub
HF-OPP-00109,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Legal,114100,0.65,74165,2026-07-15,Mateo Ortiz,enterprise,best case,yes,PipelineHub
HF-OPP-00110,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Verbal commit,123900,0.88,109032,2026-08-16,Avery Kim,mid-market,commit,no,PipelineHub
HF-OPP-00111,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Prospecting,127200,0.12,15264,2026-09-17,Nora Chen,strategic,pipeline,no,PipelineHub
HF-OPP-00112,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Closed won,137000,1,137000,2026-10-18,Eli Morgan,commercial,commit,no,PipelineHub
HF-OPP-00113,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Qualification,146800,0.25,36700,2026-11-19,Priya Shah,enterprise,pipeline,no,PipelineHub
HF-OPP-00114,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Security review,156600,0.55,86130,2026-12-20,Mateo Ortiz,mid-market,best case,no,PipelineHub
HF-OPP-00115,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Technical validation,166400,0.45,74880,2026-07-21,Avery Kim,strategic,best case,yes,PipelineHub
HF-OPP-00116,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Legal,169700,0.65,110305,2026-08-22,Nora Chen,commercial,best case,no,PipelineHub
HF-OPP-00117,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Verbal commit,179500,0.88,157960,2026-09-23,Eli Morgan,enterprise,commit,no,PipelineHub
HF-OPP-00118,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Procurement,189300,0.75,141975,2026-10-24,Priya Shah,mid-market,commit,no,PipelineHub
HF-OPP-00119,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Closed won,199100,1,199100,2026-11-25,Mateo Ortiz,strategic,commit,no,PipelineHub
HF-OPP-00120,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Qualification,69600,0.25,17400,2026-12-26,Avery Kim,commercial,pipeline,no,PipelineHub
HF-OPP-00121,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Prospecting,72900,0.12,8748,2026-07-03,Nora Chen,enterprise,pipeline,yes,PipelineHub
HF-OPP-00122,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Technical validation,82700,0.45,37215,2026-08-04,Eli Morgan,mid-market,best case,no,PipelineHub
HF-OPP-00123,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Legal,92500,0.65,60125,2026-09-05,Priya Shah,strategic,best case,no,PipelineHub
HF-OPP-00124,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Security review,102300,0.55,56265,2026-10-06,Mateo Ortiz,commercial,best case,no,PipelineHub
HF-OPP-00125,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Procurement,112100,0.75,84075,2026-11-07,Avery Kim,enterprise,commit,no,PipelineHub
HF-OPP-00126,Sunvale Municipal Power North region - distributed energy device management platform,Sunvale Municipal Power North region,Closed won,115400,1,115400,2026-12-08,Nora Chen,mid-market,commit,no,PipelineHub
HF-OPP-00127,Cinder Ridge Storage North region - distributed energy device management platform,Cinder Ridge Storage North region,Verbal commit,125200,0.88,110176,2026-07-09,Eli Morgan,strategic,commit,yes,PipelineHub
HF-OPP-00128,Northbay Microgrid North region - distributed energy device management platform,Northbay Microgrid North region,Prospecting,135000,0.12,16200,2026-08-10,Priya Shah,commercial,pipeline,no,PipelineHub
HF-OPP-00129,Weldon Utility Labs North region - distributed energy device management platform,Weldon Utility Labs North region,Technical validation,144800,0.45,65160,2026-09-11,Mateo Ortiz,enterprise,best case,no,PipelineHub
HF-OPP-00130,Copper Mesa Energy North region - distributed energy device management platform,Copper Mesa Energy North region,Qualification,154600,0.25,38650,2026-10-12,Avery Kim,mid-market,pipeline,no,PipelineHub
HF-OPP-00131,Sunvale Municipal Power Enterprise - distributed energy device management platform,Sunvale Municipal Power Enterprise,Security review,157900,0.55,86845,2026-11-13,Nora Chen,strategic,best case,no,PipelineHub
HF-OPP-00132,Cinder Ridge Storage Enterprise - distributed energy device management platform,Cinder Ridge Storage Enterprise,Procurement,167700,0.75,125775,2026-12-14,Eli Morgan,commercial,commit,no,PipelineHub
HF-OPP-00133,Northbay Microgrid Enterprise - distributed energy device management platform,Northbay Microgrid Enterprise,Legal,177500,0.65,115375,2026-07-15,Priya Shah,enterprise,best case,yes,PipelineHub
HF-OPP-00134,Weldon Utility Labs Enterprise - distributed energy device management platform,Weldon Utility Labs Enterprise,Verbal commit,187300,0.88,164824,2026-08-16,Mateo Ortiz,mid-market,commit,no,PipelineHub
HF-OPP-00135,Copper Mesa Energy Enterprise - distributed energy device management platform,Copper Mesa Energy Enterprise,Prospecting,197100,0.12,23652,2026-09-17,Avery Kim,strategic,pipeline,no,PipelineHub
HF-OPP-00136,Sunvale Municipal Power Pilot expansion - distributed energy device management platform,Sunvale Municipal Power Pilot expansion,Closed won,200400,1,200400,2026-10-18,Nora Chen,commercial,commit,no,PipelineHub
HF-OPP-00137,Cinder Ridge Storage Pilot expansion - distributed energy device management platform,Cinder Ridge Storage Pilot expansion,Qualification,70900,0.25,17725,2026-11-19,Eli Morgan,enterprise,pipeline,no,PipelineHub
HF-OPP-00138,Northbay Microgrid Pilot expansion - distributed energy device management platform,Northbay Microgrid Pilot expansion,Security review,80700,0.55,44385,2026-12-20,Priya Shah,mid-market,best case,no,PipelineHub
HF-OPP-00139,Weldon Utility Labs Pilot expansion - distributed energy device management platform,Weldon Utility Labs Pilot expansion,Technical validation,90500,0.45,40725,2026-07-21,Mateo Ortiz,strategic,best case,yes,PipelineHub
HF-OPP-00140,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Legal,100300,0.65,65195,2026-08-22,Avery Kim,commercial,best case,no,PipelineHub
HF-OPP-00141,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Verbal commit,103600,0.88,91168,2026-09-23,Nora Chen,enterprise,commit,no,PipelineHub
HF-OPP-00142,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Procurement,113400,0.75,85050,2026-10-24,Eli Morgan,mid-market,commit,no,PipelineHub
HF-OPP-00143,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Closed won,123200,1,123200,2026-11-25,Priya Shah,strategic,commit,no,PipelineHub
HF-OPP-00144,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Qualification,133000,0.25,33250,2026-12-26,Mateo Ortiz,commercial,pipeline,no,PipelineHub
HF-OPP-00145,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Prospecting,142800,0.12,17136,2026-07-03,Avery Kim,enterprise,pipeline,yes,PipelineHub
HF-OPP-00146,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Technical validation,146100,0.45,65745,2026-08-04,Nora Chen,mid-market,best case,no,PipelineHub
HF-OPP-00147,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Legal,155900,0.65,101335,2026-09-05,Eli Morgan,strategic,best case,no,PipelineHub
HF-OPP-00148,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Security review,165700,0.55,91135,2026-10-06,Priya Shah,commercial,best case,no,PipelineHub
HF-OPP-00149,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Procurement,175500,0.75,131625,2026-11-07,Mateo Ortiz,enterprise,commit,no,PipelineHub
HF-OPP-00150,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Closed won,185300,1,185300,2026-12-08,Avery Kim,mid-market,commit,no,PipelineHub
